company_name,transport_revenue_passenger_teiki_tsukin,transport_revenue_passenger_teiki_tsugaku,transport_revenue_passenger_teiki_total,transport_revenue_passenger_teiki_percent,transport_revenue_passenger_teikigai,transport_revenue_passenger_teikigai_percent,transport_revenue_passenger_total,transport_revenue_passenger_baggage,transport_revenue_passenger_total2
大阪港トランスポートシステム,0,0,0,,0,,0,0,0
能勢電鉄,1276129,261003,1537132,47,1754661,53,3291793,0,3291793
阪堺電気軌道,184514,47415,231929,18,1090024,82,1321953,0,1321953
京福電気鉄道,209088,34072,243160,19,1138203,100,1381363,0,1381363
近江鉄道,249990,250600,500590,50,492481,50,993071,0,993071
叡山電鉄,198809,115183,313992,22,1081649,78,1395641,0,1395641
水間鉄道,101972,21652,123624,44,157935,56,281559,0,281559
北条鉄道,10358,19968,30326,43,40924,57,71250,0,71250
紀州鉄道,2938,1462,4400,41,6324,59,10724,0,10724
#北近畿タンゴ鉄道,0,0,0,,0,,0,0,0
信楽高原鐵道,10245,36540,46785,54,39780,46,86565,0,86565
嵯峨野観光鉄道,0,0,0,0,695309,100,695309,69,695378
新関西国際空港,0,0,0,,0,,0,0,0
比叡山鉄道,3614,0,3614,2,169428,98,173042,186,173228
鞍馬寺,0,0,0,,0,,0,0,0
丹後海陸交通,56,0,56,0,146159,100,146215,0,146215
六甲山観光,2614,1221,3835,2,209742,98,213577,0,213577
神戸すまいまちづくり公社,0,0,0,0,56619,100,56619,0,56619
西大阪高速鉄道,0,0,0,,0,,0,0,0
中之島高速鉄道,0,0,0,,0,,0,0,0
大阪外環状鉄道,0,0,0,,0,,0,0,0
和歌山電鐵,97226,72735,169961,47,194208,53,364168,0,364168
奈良生駒高速鉄道,0,0,0,,0,,0,0,0
ＷＩＬＬＥＲ　ＴＲＡＩＮＳ,46670,93314,139984,16,716586,84,856570,0,856570
中小計,21139612,4478184,25617795,40,39215555,60,64833349,255,64833604
京都市,6607039,2265458,8872497,35,16493792,65,25366289,0,25366289
大阪市,33107045,2452432,35559477,23,115814478,77,151373955,0,151373955
神戸市,6444804,1444124,7888928,45,94966234,546,102855162,0,102855162
和歌山県,0,0,0,,0,,0,0,0
公営計,46158888,6162014,52320902,19,227274504,81,279595406,0,279595406
近畿運輸局計,,29109414,209501668,29,524384654,71,733886321,37700,733924020
岡山電気軌道,30343,31952,62295,18,281000,82,343295,0,343295
一畑電車,66239,81065,147304,37,254791,63,402095,1236,403331
広島電鉄,850271,202148,1052419,17,5244977,83,6297396,0,6297396
智頭急行,6796,14928,21724,2,1370744,98,1392468,0,1392468
若桜鉄道,7649,20176,27825,55,23107,45,50932,0,50932
錦川鉄道,4237,11766,16003,29,38349,71,54352,0,54352
広島高速交通,1282131,493248,1775379,40,2682083,60,4457462,0,4457462
井原鉄道,78904,74228,153132,49,156355,51,309487,0,309487
スカイレールサービス,20240,8104,28344,49,28940,51,57284,0,57284
水島臨海鉄道,65911,48114,114025,38,182155,62,296180,0,296180
中小計,2412721,985729,3398450,25,10262501,75,13660951,1236,13662187
若桜町,0,0,0,,0,,0,0,0
八頭町,0,0,0,,0,,0,0,0
公営計,0,0,0,0,0,0,0,0,0
中国運輸局計,2412721,985729,3398450,25,10262501,75,13660951,1236,13662187
とさでん交通,207054,46080,253134,27,679335,73,932469,0,932469
高松琴平電気鉄道,933627,292746,1226373,45,1476546,55,2702919,0,2702919
阿佐海岸鉄道,334,172,506,7,6969,93,7475,0,7475
伊予鉄道,820739,226659,1047399,38,2101271,62,3148670,0,3148670
土佐くろしお鉄道,56325,154249,210575,30,481741,70,692316,0,692316
四国ケーブル,738,0,738,1,69259,99,69997,0,69997
中小計,2018817,719906,2738725,36,4815121,64,7553846,0,7553846
四国運輸局計,2018817,719906,2738725,36,4815121,64,7553846,0,7553846
西日本鉄道,6318028,1271726,7589754,37,12671978,63,20261732,62,20261794
大手計,6318028,1271726,7589754,37,12671978,63,20261732,62,20261794
北九州高速鉄道,602095,171643,773738,36,1347347,64,2121085,0,2121085
長崎電気軌道,93075,67448,160523,10,1472885,90,1633408,0,1633408
甘木鉄道,56207,32761,88968,41,129749,59,218717,0,218717
筑豊電気鉄道,282309,105348,387657,44,492958,56,880615,0,880615
島原鉄道,32857,112502,145359,35,274955,65,420314,0,420314
熊本電気鉄道,81188,77115,158303,42,215743,58,374046,0,374046
南阿蘇鉄道,45,0,45,0,22964,100,23009,0,23009
松浦鉄道,62105,219193,281298,42,391217,58,672515,0,672515
平成筑豊鉄道,36935,83122,120057,40,179255,60,299312,0,299312
くま川鉄道,2047,79440,81487,66,41064,34,122551,0,122551
皿倉登山鉄道,0,0,0,0,65816,100,65816,0,65816
岡本製作所,0,0,0,0,6753,100,6753,0,6753
肥薩おれんじ鉄道,25311,121703,147014,40,217151,60,364165,0,364165
中小計,1274174,1070275,2344449,33,4857857,67,7202306,0,7202306
福岡市,8423126,1839521,10262647,37,17765565,63,28028212,0,28028212
熊本市,189255,73654,262909,16,1332469,84,1595378,0,1595378
鹿児島市,167688,74265,241953,17,1160178,83,1402131,0,1402131
北九州市,0,0,0,,0,,0,0,0
公営計,8780069,1987440,10767509,35,20258212,65,31025721,0,31025721
九州運輸局計,16372271,4329441,20701712,35,37788047,65,58489759,62,58489821
沖縄都市モノレール,334751,84117,418868,11,3253710,89,3672578,0,3672578
中小計,334751,84117,418868,11,3253710,89,3672578,0,3672578
沖縄総合事務局計,334751,84117,418868,11,3253710,89,3672578,0,3672578
大手合計,583269746,71325403,654595150,41,949046484,59,1603641633,86262,1603727894
中小合計,105848673,23284399,129133072,39,205844329,61,334977405,34523,335011928
公営合計,175152364,26442886,201595250,32,432707611,68,634302861,0,634302861
総合計（民鉄）,864270784,121052688,985323472,38,1587598423,62,2572921895,120785,2573042680
前年度実績（民鉄）,843722429,120547633,964270062,39,1477984340,61,2442254402,128699,2442383101
北海道旅客鉄道,7811749,3576200,11387948,16,61436343,84,72824291,2969,72827259
東日本旅客鉄道,436213979,66813984,503027963,27,1333638818,73,1836666781,67606,1836734387
東海旅客鉄道,42817054,10013344,52830398,4,1305518742,96,1358349140,10161,1358359301
西日本旅客鉄道,124347160,28534917,152882077,18,714983977,82,867866054,4845,867870899
四国旅客鉄道,2532428,1926279,4458707,19,19526867,81,23985574,1804,23987378
九州旅客鉄道,22520739,9818837,32339576,21,118820001,79,151159577,209,151159786
日本貨物鉄道,0,0,0,,0,,0,0,0
