company_name,transport_revenue_passenger_teiki_tsukin,transport_revenue_passenger_teiki_tsugaku,transport_revenue_passenger_teiki_total,transport_revenue_passenger_teiki_percent,transport_revenue_passenger_teikigai,transport_revenue_passenger_teikigai_percent,transport_revenue_passenger_total,transport_revenue_passenger_baggage,transport_revenue_passenger_total2
筑波観光鉄道,1572,0,1572,1,186430,99,188002,0,188002
高尾登山電鉄,1869,0,1869,0,533092,100,534961,2,534963
御岳登山鉄道,150,5,155,0,229625,100,229780,1607,231387
大山観光電鉄,0,0,0,0,193425,100,193425,0,193425
京葉臨海鉄道,0,0,0,-,0,-,0,0,0
神奈川臨海鉄道,0,0,0,-,0,-,0,0,0
舞浜リゾートライン,10437,0,10437,0,4733437,100,4743874,0,4743874
千葉ニュータウン鉄道,0,0,0,-,0,-,0,0,0
首都圏新都市鉄道,18920121,1902233,20822354,51,19634832,49,40457186,0,40457186
成田高速鉄道アクセス,0,0,0,-,0,-,0,0,0
中小計,65084888,8715134,73800022,41,104948661,59,178748683,1609,178750292
東京都,62422364,4682606,67104970,47,74498705,53,141603675,0,141603675
横浜市,17831448,2603104,20434552,49,21618813,51,42053365,0,42053365
公営計,80253812,7285710,87539522,48,96117518,52,183657040,0,183657040
関東運輸局計,561159476,60041163,621200638,43,810923792,57,1432124431,1609,1432126040
名古屋鉄道,30358056,7159637,37517693,44,47520392,56,85038085,53263,85091348
大手計,30358056,7159637,37517693,44,47520392,56,85038085,53263,85091348
#伊豆箱根鉄道,393026,222408,615434,37,1047435,63,1662869,0,1662869
伊豆急行,173651,85417,259068,8,3128643,92,3387711,1308,3389019
岳南電車,33488,8279,41767,30,96016,70,137783,0,137783
静岡鉄道,389453,84468,473921,32,1013725,68,1487646,0,1487646
大井川鐵道,10524,16234,26758,5,539560,95,566318,1174,567492
遠州鉄道,316128,182534,498662,31,1098078,69,1596740,100,1596840
天竜浜名湖鉄道,60356,91510,151866,38,248544,62,400411,0,400411
豊橋鉄道,291626,308165,599791,39,969470,61,1569261,13,1569274
明知鉄道,2860,35312,38172,36,67897,64,106069,0,106069
長良川鉄道,22406,66738,89144,36,158684,64,247828,0,247828
三岐鉄道,196592,303727,500319,57,383557,43,883876,0,883876
伊勢鉄道,34243,22224,56467,10,505150,90,561617,0,561617
福井鉄道,51880,92053,143933,40,214256,60,358189,0,358189
愛知環状鉄道,902135,560060,1462195,39,2305895,61,3768089,0,3768089
樽見鉄道,18377,40819,59196,37,99205,63,158401,0,158401
東海交通事業,33024,2894,35918,40,53205,60,89123,0,89123
名古屋ガイドウェイバス,144404,27514,171918,29,414535,71,586453,0,586453
上飯田連絡線,0,0,0,-,0,-,0,0,0
西濃鉄道,0,0,0,-,0,-,0,0,0
名古屋臨海鉄道,0,0,0,-,0,-,0,0,0
衣浦臨海鉄道,0,0,0,-,0,-,0,0,0
えちぜん鉄道,128954,196882,325836,41,461858,59,787694,396,788090
中部国際空港連絡鉄道,0,0,0,-,0,-,0,0,0
愛知高速交通,167738,371788,539526,41,762379,59,1301905,0,1301905
名古屋臨海高速鉄道,534660,86057,620717,27,1674755,73,2295472,0,2295472
伊賀鉄道,45905,74818,120724,54,102633,46,223357,0,223357
養老鉄道,294109,253707,547816,58,403290,42,951107,2381,953488
四日市あすなろう鉄道,110262,72606,182868,49,190409,51,373277,1270,374547
中小計,4355801,3206214,7562016,32,15939179,68,23501196,6642,23507838
名古屋市,21789673,7015782,28805455,39,45436719,61,74242174,0,74242174
四日市市,0,0,0,-,0,-,0,0,0
公営計,21789673,7015782,28805455,39,45436719,61,74242174,0,74242174
中部運輸局計,56503530,17381633,73885164,40,108896290,60,182781455,59905,182841360
近畿日本鉄道,39312673,8138770,47451443,32,100613335,68,148064778,39906,148104684
南海電気鉄道,19776510,2523960,22300470,40,33611523,60,55911993,445,55912438
京阪電気鉄道,14073316,2042615,16115931,32,34615775,68,50731706,715,50732421
阪急電鉄,27790822,4481542,32272364,34,62919709,66,95192073,476,95192549
阪神電気鉄道,10193107,1179774,11372881,35,21035072,65,32407953,0,32407953
大手計,111146428,18366661,129513089,34,252795414,66,382308503,41542,382350045
北大阪急行電鉄,1644837,162137,1806974,39,2808365,61,4615339,0,4615339
泉北高速鉄道,2935098,657375,3592473,49,3665382,51,7257855,0,7257855
神戸電鉄,3656810,1026709,4683519,49,4867625,51,9551144,0,9551144
#神戸高速鉄道,0,0,0,-,0,-,0,0,0
山陽電気鉄道,4916315,743878,5660193,46,6605411,54,12265604,0,12265604
神戸新交通,1762468,522957,2285425,36,4108266,64,6393691,0,6393691
大阪高速鉄道,2214344,285633,2499977,25,7657766,75,10157743,0,10157743
北神急行電鉄,891361,135518,1026879,49,1078011,51,2104890,0,2104890
関西高速鉄道,0,0,0,-,0,-,0,0,0
大阪港トランスポートシステム,0,0,0,-,0,-,0,0,0
能勢電鉄,1272108,268231,1540339,46,1828826,54,3369165,0,3369165
阪堺電気軌道,186480,48948,235428,18,1074533,82,1309961,0,1309961
京福電気鉄道,122173,22514,144687,12,1169249,100,1313936,0,1313936
近江鉄道,239676,241871,481547,51,458514,49,940061,0,940061
叡山電鉄,204041,121021,325062,26,918870,74,1243932,0,1243932
水間鉄道,105177,24066,129243,46,153835,54,283078,0,283078
北条鉄道,8923,23653,32576,44,42268,56,74844,0,74844
紀州鉄道,2960,1274,4234,37,7182,63,11416,0,11416
#北近畿タンゴ鉄道,0,0,0,-,0,-,0,0,0
信楽高原鐵道,11514,43065,54579,53,47844,47,102423,0,102423
嵯峨野観光鉄道,0,0,0,0,669160,100,669160,81,669241
新関西国際空港,0,0,0,-,0,-,0,0,0
比叡山鉄道,3626,0,3626,2,163453,98,167079,246,167325
鞍馬寺,0,0,0,0,3152,100,3152,0,3152
丹後海陸交通,60,0,60,0,166820,100,166880,0,166880
六甲山観光,1798,825,2623,1,184898,99,187521,0,187521
神戸すまいまちづくり公社,0,0,0,0,46563,100,46563,0,46563
西大阪高速鉄道,0,0,0,-,0,-,0,0,0
中之島高速鉄道,0,0,0,-,0,-,0,0,0
大阪外環状鉄道,0,0,0,-,0,-,0,0,0
和歌山電鐵,84623,64925,149548,43,200528,57,350076,0,350076
奈良生駒高速鉄道,0,0,0,-,0,-,0,0,0
ＷＩＬＬＥＲ　ＴＲＡＩＮＳ,44493,94234,138727,16,742073,84,880800,0,880800
中小計,20308885,4488834,24797719,39,38668594,61,63466313,327,63466640
京都市,6293060,2197091,8490151,35,16031579,65,24521730,0,24521730
大阪市,32752024,2450079,35202103,24,112186757,76,147388860,0,147388860
神戸市,6297387,1456972,7754359,46,9248539,54,17002898,0,17002898
和歌山県,0,0,0,-,0,-,0,0,0
公営計,45342471,6104142,51446613,27,137466875,73,188913488,0,188913488
近畿運輸局計,176797784,28959637,205757421,32,428930883,68,634688304,41869,634730173
岡山電気軌道,32507,31281,63788,19,271604,81,335392,0,335392
一畑電車,59077,77975,137052,34,264241,66,401293,1497,402790
広島電鉄,699699,191023,890722,15,5019225,85,5909947,0,5909947
智頭急行,4859,11993,16852,1,1355198,99,1372050,0,1372050
若桜鉄道,7913,18023,25936,51,25040,49,50976,0,50976
錦川鉄道,4832,14542,19374,33,39078,67,58452,0,58452
広島高速交通,1143462,440431,1583893,37,2669024,63,4252917,0,4252917
井原鉄道,78922,73969,152891,49,161811,51,314702,0,314702
スカイレールサービス,14842,5128,19970,44,25476,56,45446,0,45446
水島臨海鉄道,65063,46158,111221,38,177754,62,288975,0,288975
中小計,2111176,910523,3021699,23,10008451,77,13030150,1497,13031647
若桜町,0,0,0,0,0,0,0,0,0
八頭町,0,0,0,0,0,0,0,0,0
公営計,0,0,0,0,0,0,0,0,0
中国運輸局計,2111176,910523,3021699,23,10008451,77,13030150,1497,13031647
とさでん交通,203801,46581,250382,27,687525,73,937907,0,937907
高松琴平電気鉄道,880955,273141,1154096,45,1426600,55,2580696,0,2580696
阿佐海岸鉄道,411,167,578,8,6811,92,7389,0,7389
伊予鉄道,734959,211883,946842,38,2011846,62,2958688,0,2958688
土佐くろしお鉄道,63100,161663,224763,31,495953,69,720716,0,720716
四国ケーブル,863,0,863,1,106645,99,107508,0,107508
中小計,1884089,693435,2577524,35,4735380,65,7312904,0,7312904
四国運輸局計,1884089,693435,2577524,35,4735380,65,7312904,0,7312904
西日本鉄道,6087615,1363879,7451494,37,12694500,63,20145994,111,20146105
大手計,6087615,1363879,7451494,37,12694500,63,20145994,111,20146105
北九州高速鉄道,519644,169177,688821,35,1285601,65,1974422,0,1974422
長崎電気軌道,94708,74583,169291,10,1551485,90,1720776,0,1720776
甘木鉄道,55656,33758,89414,41,126606,59,216020,0,216020
筑豊電気鉄道,285259,106614,391873,43,513829,57,905702,0,905702
島原鉄道,41967,133381,175348,36,305694,64,481042,0,481042
熊本電気鉄道,77923,51378,129301,43,168341,57,297642,0,297642
南阿蘇鉄道,1782,9961,11743,11,98061,89,109804,0,109804
松浦鉄道,52878,215331,268209,42,368355,58,636564,0,636564
平成筑豊鉄道,38837,86444,125281,41,183566,59,308847,0,308847
くま川鉄道,1695,69912,71607,58,52487,42,124094,0,124094
皿倉登山鉄道,0,0,0,0,64565,100,64565,0,64565
岡本製作所,0,0,0,0,6212,100,6212,0,6212
肥薩おれんじ鉄道,26274,125492,151766,38,250300,62,402066,0,402066
中小計,1196623,1076031,2272654,31,4975102,69,7247756,0,7247756
福岡市,7534182,1767298,9301480,37,15844769,63,25146249,0,25146249
熊本市,148093,64429,212522,15,1193561,85,1406083,0,1406083
鹿児島市,159189,72900,232089,17,1172107,83,1404196,0,1404196
北九州市,0,0,0,-,0,-,0,0,0
公営計,7841464,1904627,9746091,35,18210437,65,27956528,0,27956528
九州運輸局計,15125702,4344537,19470239,35,35880039,65,55350278,111,55350389
沖縄都市モノレール,296081,97792,393873,12,2785953,88,3179826,0,3179826
中小計,296081,97792,393873,12,2785953,88,3179826,0,3179826
沖縄総合事務局計,296081,97792,393873,12,2785953,88,3179826,0,3179826
大手合計,563412874,70930496,634343370,41,922867920,59,1557211290,94916,1557306206
中小合計,99458024,22866300,122324324,38,199969243,62,322293569,32365,322325934
公営合計,165834966,25371663,191206629,36,333652320,64,524858949,0,524858949
総合計（民鉄）,828705865,119168459,947874324,39,1456489483,61,2404363807,127281,2404491088
前年度実績（民鉄）,805278797,114668254,919947051,39,1414311377,61,2334258428,129118,2334387546
北海道旅客鉄道,7518822,3754121,11272943,16,57232125,84,68505068,3371,68508439
東日本旅客鉄道,427023748,67416070,494439818,27,1310493099,73,1804932917,72212,1805005129
東海旅客鉄道,41012779,9719978,50732757,4,1243981941,96,1294714698,11209,1294725907
西日本旅客鉄道,120852450,30307340,151159790,18,698884936,82,850044726,7172,850051897
四国旅客鉄道,2444373,2062131,4506504,19,18861932,81,23368436,2120,23370556
九州旅客鉄道,22310752,9893429,32204181,21,117921386,79,150125567,248,150125815
日本貨物鉄道,0,0,0,-,0,-,0,0,0
