company_name,transport_revenue_passenger_teiki_tsukin,transport_revenue_passenger_teiki_tsugaku,transport_revenue_passenger_teiki_total,transport_revenue_passenger_teiki_percent,transport_revenue_passenger_teikigai,transport_revenue_passenger_teikigai_percent,transport_revenue_passenger_total,transport_revenue_passenger_baggage,transport_revenue_passenger_total2
首都圏新都市鉄道,19723222,1919764,21642986,52,20079274,48,41722260,0,41722260
成田高速鉄道アクセス,0,0,0,,0,,0,0,0
中小計,66916372,9026593,75942966,41,107117863,59,183060832,1562,183062394
東京都,64037721,4795705,68833426,47,75664000,53,144497426,0,144497426
横浜市,18245372,2636666,20882038,49,21725874,51,42607912,0,42607912
公営計,82283093,7432371,89715464,48,97389874,52,187105338,0,187105338
関東運輸局計,572319397,60712363,633031761,43,822221833,57,1455253596,1562,1455255158
名古屋鉄道,30904103,7218060,38122163,44,48121265,56,86243428,52465,86295893
大手計,30904103,7218060,38122163,44,48121265,56,86243428,52465,86295893
#伊豆箱根鉄道,388614,219862,608476,37,1036480,63,1644956,0,1644956
伊豆急行,174609,85715,260324,8,3088988,92,3349312,1265,3350577
岳南電車,33222,8725,41947,29,100495,71,142442,0,142442
静岡鉄道,400294,88857,489151,32,1020422,68,1509573,0,1509573
大井川鐵道,10664,12351,23015,3,710483,97,733498,1107,734605
遠州鉄道,331182,178593,509775,32,1103989,68,1613765,99,1613864
天竜浜名湖鉄道,60996,91312,152309,38,251975,62,404285,0,404285
豊橋鉄道,299567,314013,613580,39,943858,61,1557438,16,1557454
明知鉄道,3072,32639,35711,38,59383,62,95094,0,95094
長良川鉄道,20037,64488,84525,32,177007,68,261532,0,261532
三岐鉄道,194784,295832,490616,56,386759,44,877375,0,877375
伊勢鉄道,34722,20415,55137,10,496929,90,552066,0,552066
福井鉄道,55975,89050,145025,40,219687,60,364712,0,364712
愛知環状鉄道,929928,555614,1485542,38,2411662,62,3897204,0,3897204
樽見鉄道,19968,41366,61334,38,99345,62,160679,0,160679
東海交通事業,35476,3510,38986,42,53548,58,92534,0,92534
名古屋ガイドウェイバス,149222,28432,177654,30,412177,70,589831,0,589831
上飯田連絡線,0,0,0,,0,,0,0,0
西濃鉄道,0,0,0,,0,,0,0,0
名古屋臨海鉄道,0,0,0,,0,,0,0,0
衣浦臨海鉄道,0,0,0,,0,,0,0,0
えちぜん鉄道,137590,187690,325280,41,477040,59,802320,364,802684
中部国際空港連絡鉄道,0,0,0,,0,,0,0,0
愛知高速交通,212632,363570,576202,41,844005,59,1420207,0,1420207
名古屋臨海高速鉄道,580014,90647,670661,28,1685161,72,2355822,0,2355822
伊賀鉄道,45375,69587,114962,54,99829,46,214791,0,214791
養老鉄道,292383,257381,549764,57,410722,43,960486,2416,962902
四日市あすなろう鉄道,113843,70356,184199,49,195306,51,379505,1270,380775
中小計,4524169,3170005,7694175,32,16285250,68,23979427,6537,23985964
名古屋市,22411956,7097125,29509081,39,45431386,61,74940467,0,74940467
四日市市,0,0,0,,0,,0,0,0
公営計,22411956,7097125,29509081,39,45431386,61,74940467,0,74940467
中部運輸局計,57840228,17485190,75325419,41,109837901,59,185163322,59002,185222324
近畿日本鉄道,39312673,8138770,47451443,32,100613335,68,148064778,39906,148104684
南海電気鉄道,19850211,2553875,22404086,39,34783426,61,57187512,0,57187512
京阪電気鉄道,14257991,2049443,16307434,32,34853030,68,51160464,0,51160464
阪急電鉄,28138627,4489714,32628341,34,62719805,66,95348146,475,95348621
阪神電気鉄道,10356600,1206495,11563095,35,21136851,65,32699946,0,32699946
大手計,111916102,18438297,130354399,34,254106447,66,384460846,40381,384501227
北大阪急行電鉄,1664627,164429,1829056,39,2824816,61,4653872,0,4653872
泉北高速鉄道,2841947,657665,3499612,49,3713500,51,7213112,0,7213112
神戸電鉄,3624507,1002219,4626726,49,4840013,51,9466739,0,9466739
#神戸高速鉄道,0,0,0,,0,,0,0,0
山陽電気鉄道,4991387,755466,5746853,47,6483469,53,12230322,0,12230322
神戸新交通,1851496,570385,2421881,37,4163083,63,6584964,0,6584964
大阪高速鉄道,2358838,302280,2661118,25,8095356,75,10756474,0,10756474
北神急行電鉄,885014,135452,1020466,49,1053557,51,2074023,0,2074023
関西高速鉄道,0,0,0,,0,,0,0,0
大阪港トランスポートシステム,0,0,0,,0,,0,0,0
能勢電鉄,1275643,269960,1545603,46,1796877,54,3342480,0,3342480
阪堺電気軌道,184646,47784,232430,18,1052502,82,1284932,0,1284932
京福電気鉄道,105051,19149,124200,10,1177882,100,1302082,0,1302082
近江鉄道,245432,246086,491518,50,491125,50,982643,0,982643
叡山電鉄,197580,112558,310138,23,1011033,77,1321171,0,1321171
水間鉄道,95236,21601,116837,43,155205,57,272042,0,272042
北条鉄道,9482,21068,30550,41,43648,59,74198,0,74198
紀州鉄道,2720,1248,3968,38,6479,62,10447,0,10447
#北近畿タンゴ鉄道,0,0,0,,0,,0,0,0
信楽高原鐵道,11067,38756,49823,55,41300,45,91123,0,91123
嵯峨野観光鉄道,0,0,0,0,670961,100,670961,63,671024
新関西国際空港,0,0,0,,0,,0,0,0
比叡山鉄道,3609,0,3610,2,153200,98,156810,206,157016
鞍馬寺,0,0,0,,0,,0,0,0
丹後海陸交通,45,0,45,0,148453,100,148498,0,148498
六甲山観光,2342,1034,3376,2,186095,98,189471,0,189471
神戸すまいまちづくり公社,0,0,0,0,49190,100,49190,0,49190
西大阪高速鉄道,0,0,0,,0,,0,0,0
中之島高速鉄道,0,0,0,,0,,0,0,0
大阪外環状鉄道,0,0,0,,0,,0,0,0
和歌山電鐵,92767,71122,163889,45,204193,55,368082,0,368082
奈良生駒高速鉄道,0,0,0,,0,,0,0,0
ＷＩＬＬＥＲ　ＴＲＡＩＮＳ,48597,95242,143839,17,718524,83,862363,0,862363
中小計,20492033,4533504,25025538,39,39080461,61,64105999,269,64106268
京都市,6392765,2211923,8604688,34,16354986,66,24959674,0,24959674
大阪市,32437386,2433254,34870640,23,114718239,77,149588879,0,149588879
神戸市,6339120,1437847,7776967,45,9433227,55,17210194,0,17210194
和歌山県,0,0,0,,0,,0,0,0
公営計,45169271,6083024,51252295,27,140506452,73,191758747,0,191758747
近畿運輸局計,177577406,29054825,206632232,32,433693360,68,640325592,40650,640366242
岡山電気軌道,32138,31679,63817,18,282485,82,346302,0,346302
一畑電車,61979,80084,142063,36,249119,64,391182,2199,393381
広島電鉄,733836,193806,927642,16,5043902,84,5971545,0,5971545
智頭急行,5040,12313,17353,1,1344367,99,1361720,0,1361720
若桜鉄道,7776,19127,26903,53,23440,47,50343,0,50343
錦川鉄道,4232,13213,17445,33,35073,67,52518,0,52518
広島高速交通,1226407,474456,1700863,39,2666067,61,4366930,0,4366930
井原鉄道,76894,74131,151025,49,158619,51,309644,0,309644
スカイレールサービス,18870,7533,26403,50,26694,50,53097,0,53097
水島臨海鉄道,64502,47568,112070,38,180769,62,292839,0,292839
中小計,2231674,953910,3185584,24,10010535,76,13196120,2199,13198319
若桜町,0,0,0,0,0,0,0,0,0
八頭町,0,0,0,0,0,0,0,0,0
公営計,0,0,0,0,0,0,0,0,0
中国運輸局計,2231674,953910,3185584,24,10010535,76,13196120,2199,13198319
とさでん交通,205078,47409,252487,27,683694,73,936181,0,936181
高松琴平電気鉄道,920268,287796,1208064,45,1461262,55,2669326,0,2669326
阿佐海岸鉄道,393,91,484,6,6977,94,7461,0,7461
伊予鉄道,787693,221726,1009418,38,2094481,62,3103900,0,3103900
土佐くろしお鉄道,59346,158081,217428,31,487570,69,704998,0,704998
四国ケーブル,781,0,781,1,99732,99,100513,0,100513
中小計,1973559,715103,2688662,36,4833716,64,7522379,0,7522379
四国運輸局計,1973559,715103,2688662,36,4833716,64,7522379,0,7522379
西日本鉄道,6117322,1341887,7459209,37,12619447,63,20078656,96,20078752
大手計,6117322,1341887,7459209,37,12619447,63,20078656,96,20078752
北九州高速鉄道,577722,172494,750216,36,1321867,64,2072083,0,2072083
長崎電気軌道,93795,69477,163272,10,1460907,90,1624179,0,1624179
甘木鉄道,55954,33268,89222,42,124403,58,213625,0,213625
筑豊電気鉄道,285466,107118,392584,44,505389,56,897973,0,897973
島原鉄道,35098,123571,158669,35,288652,65,447321,0,447321
熊本電気鉄道,86241,52721,138962,42,188584,58,327546,0,327546
南阿蘇鉄道,57,0,57,0,14553,100,14610,0,14610
松浦鉄道,57709,221101,278810,42,383554,58,662364,0,662364
平成筑豊鉄道,36034,84080,120114,41,175651,59,295765,0,295765
くま川鉄道,1914,75010,76924,64,44170,36,121094,0,121094
皿倉登山鉄道,0,0,0,0,63029,100,63029,0,63029
岡本製作所,0,0,0,0,5569,100,5569,0,5569
肥薩おれんじ鉄道,26234,122153,148387,39,231362,61,379749,0,379749
中小計,1256224,1060993,2317217,33,4807690,67,7124907,0,7124907
福岡市,7929536,1793738,9723274,36,17270232,64,26993506,0,26993506
熊本市,175820,72286,248106,16,1298848,84,1546954,0,1546954
鹿児島市,163377,72689,236066,17,1170669,83,1406735,0,1406735
北九州市,0,0,0,,0,,0,0,0
公営計,8268733,1938713,10207446,34,19739749,66,29947195,0,29947195
九州運輸局計,15642279,4341593,19983872,35,37166886,65,57150758,96,57150854
沖縄都市モノレール,311101,93669,404770,12,3017545,88,3422315,0,3422315
中小計,311101,93669,404770,12,3017545,88,3422315,0,3422315
沖縄総合事務局計,311101,93669,404770,12,3017545,88,3422315,0,3422315
大手合計,572057458,71251643,643309102,41,932561254,59,1575870356,92942,1575963298
中小合計,102016369,23281242,125297611,38,202252308,62,327549930,35757,327585687
公営合計,169817233,26007471,195824704,36,343166787,64,538991491,0,538991491
総合計（民鉄）,843891061,120540356,964431417,39,1477980349,61,2442411766,128699,2442540465
前年度実績（民鉄）,828705865,119168459,947874324,39,1456489483,61,2404363807,127281,2404491088
北海道旅客鉄道,7653242,3668811,11322053,16,61417093,84,72739146,3256,72742400
東日本旅客鉄道,431247437,67161004,498408441,27,1317800862,73,1816209303,62634,1816271937
東海旅客鉄道,42350823,9859731,52210554,4,1263668938,96,1315879492,10841,1315890333
西日本旅客鉄道,122837001,28988706,151825707,18,697857423,82,849683130,6269,849689398
四国旅客鉄道,2509012,1952472,4461484,19,19177529,81,23639013,1911,23640924
九州旅客鉄道,22324219,9843856,32168075,22,114321877,78,146489952,231,146490183
日本貨物鉄道,0,0,0,,0,,0,0,0
